ip,state,whois_country,whois_info,shodan_country,shodan_os,shodan_vulns,shodan_bluekeep,,scan patched,scan vulnerable,offline,
85.62.67.86,patched,ES,CANAL_MARBELLA_TELEVISION,ES,,,FALSE,,,,,
49.232.33.115,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
119.23.74.158,patched,CN,ALISOFT,CN,,,FALSE,,,,,
148.70.46.173,patched,CN,TENCENT-CN,CN,,,FALSE,,,,,
182.151.57.16,patched,CN,CHINANET-SC,CN,,,FALSE,,,,,
109.74.127.198,vulnerable,RU,SZKTI-NET,RU,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
121.45.145.173,vulnerable,AU,IINET-AU,,,,FALSE,,,,,
120.79.190.144,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
54.242.161.100,vulnerable,US,AMAZO-ZIAD1,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'MS15-034', u'CVE-2019-0708', u'CVE-2015-1635', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
104.167.6.154,patched,US,CLOUDSOUTH,US,,,FALSE,,,,,
140.143.47.218,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
47.99.161.189,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
58.87.73.250,vulnerable,CN,TencentCloud,CN,,[u'CVE-2019-0708'],TRUE,,,,,
54.82.63.17,vulnerable,US,AMAZON-2011L,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
179.100.105.55,vulnerable,BR,341016,BR,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
40.122.131.197,offline,US,MSFT,,,,FALSE,,,,,
182.73.155.110,vulnerable,IN,PEUW-1433397-Mumbai,IN,,[u'CVE-2019-0708'],TRUE,,,,,
188.131.206.232,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
104.243.69.8,patched,US,NETBLK-EZZI-20,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
190.2.146.13,vulnerable,CW,,NL,,,FALSE,,,,,
47.101.49.183,patched,CN,ALISOFT,CN,,,FALSE,,,,,
202.38.101.9,patched,CN,CERNET-CN,,,,FALSE,,,,,
202.97.246.10,patched,CN,HRB-PUBLIC-NET-CORP,CN,,,FALSE,,,,,
140.246.79.52,patched,CN,CHINANET-SD,,,,FALSE,,,,,
45.143.222.157,vulnerable,NL,ZUMY-NL-VPS,,Windows Server 2008 R2 Enterprise 7601 Service Pack 1,,FALSE,,,,,
106.13.229.213,patched,CN,Baidu,CN,,,FALSE,,,,,
103.237.122.12,vulnerable,JP,CORPNETRIX-SYSTEM-JP,,,,FALSE,,,,,
108.209.109.108,vulnerable,US,SBC-108-209-109-96-27-1109021757,US,,,FALSE,,,,,
211.147.242.254,patched,CN,XYDnet,CN,,,FALSE,,,,,
35.247.198.140,patched,US,GOOGLE-CLOUD,US,,,FALSE,,,,,
148.70.142.189,vulnerable,CN,TENCENT-CN,CN,,[u'CVE-2019-0708'],TRUE,,,,,
219.141.231.222,vulnerable,CN,CHINATELECOM-BJ,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
209.182.216.79,vulnerable,US,VPSSERVERCOM-NEWYORK,US,,"[u'CVE-2018-15919', u'CVE-2016-1907', u'CVE-2017-15906', u'CVE-2019-0708', u'CVE-2016-8858', u'CVE-2015-5352', u'CVE-2015-6565', u'CVE-2016-10708', u'CVE-2016-0777', u'CVE-2016-0778']",TRUE,,,,,
37.150.81.88,offline,KZ,ASTMETRO,,,,FALSE,,,,,
39.105.211.152,vulnerable,CN,ALISOFT,,,,FALSE,,,,,
47.56.193.32,patched,US,ALICLOUD-HK,,,,FALSE,,,,,
122.51.52.138,patched,CN,hitiit,CN,,,FALSE,,,,,
49.235.122.134,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
47.92.235.141,patched,CN,ALISOFT,CN,,,FALSE,,,,,
62.85.66.244,offline,LV,TET-HOME,LV,,,FALSE,,,,,
106.15.228.142,patched,CN,ALISOFT,,,,FALSE,,,,,
18.218.241.29,vulnerable,US,AT-88-Z,US,,,FALSE,,,,,
106.15.178.188,patched,CN,ALISOFT,CN,,,FALSE,,,,,
82.202.177.97,vulnerable,RU,RU-XEONLTD-20031006,RU,,[u'CVE-2019-0708'],TRUE,,,,,
168.255.15.39,offline,MX,,,,,FALSE,,,,,
106.13.120.64,patched,CN,Baidu,CN,,[u'CVE-2019-0708'],TRUE,,,,,
14.116.152.191,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
139.155.109.181,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
80.52.197.66,vulnerable,PL,CUSTOMER-IDSL-087293,PL,,,FALSE,,,,,
182.61.15.107,patched,CN,Baidu,CN,,[u'CVE-2019-0708'],TRUE,,,,,
85.209.91.148,vulnerable,UA,NET-110-2,,,[u'CVE-2019-0708'],TRUE,,,,,
177.19.178.67,vulnerable,BR,155051,BR,,[u'CVE-2019-0708'],TRUE,,,,,
139.159.220.242,vulnerable,CN,HWCSNET,CN,,,FALSE,,,,,
123.206.115.222,offline,CN,TencentCloud,CN,,,FALSE,,,,,
23.99.223.212,offline,US,MSFT,US,,,FALSE,,,,,
136.143.146.234,patched,US,NWI-136-143,,,,FALSE,,,,,
141.211.156.167,patched,US,UMICH-695,US,,,FALSE,,,,,
129.204.164.219,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
185.118.152.18,patched,IR,IR-ATINET-MALAYER-20150923,IR,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'MS15-034', u'CVE-2015-1635', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
140.246.105.243,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
62.28.141.31,vulnerable,PT,PTPRIME-STA-DSL,,,,FALSE,,,,,
178.77.65.149,vulnerable,DE,DE-HE-LVPS-CGN3-NET,DE,,,FALSE,,,,,
188.138.251.92,patched,MD,MD-SNS-20110107,MD,,[u'CVE-2019-0708'],TRUE,,,,,
140.246.250.185,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
210.77.69.78,offline,CN,CSTNET-HOPECO,CN,,,FALSE,,,,,
2.136.196.189,vulnerable,ES,RIMA,ES,,,FALSE,,,,,
2.136.132.1,vulnerable,ES,RIMA,ES,,,FALSE,,,,,
101.132.127.60,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
54.251.116.174,vulnerable,US,AMAZO-ZSIN1,SG,,,FALSE,,,,,
47.99.184.50,patched,CN,ALISOFT,CN,,"[u'CVE-2008-1446', u'CVE-2009-2521', u'CVE-2010-1899', u'CVE-2009-3555', u'CVE-2008-0074', u'CVE-2010-1256']",FALSE,,,,,
119.29.130.238,patched,CN,TencentCloud,CN,,,FALSE,,,,,
112.74.84.162,vulnerable,CN,ALISOFT,,,,FALSE,,,,,
154.8.159.112,patched,CN,TENCENT-CN,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
190.15.214.233,vulnerable,AR,,,,,FALSE,,,,,
104.255.112.130,offline,US,TRAPPONLINE004,,,,FALSE,,,,,
123.56.235.204,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
62.176.91.143,vulnerable,BG,BTC-BROADBAND-NET-25,BG,,[u'MS17-010'],FALSE,,,,,
187.202.192.26,patched,MX,,MX,,,FALSE,,,,,
140.246.125.240,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
45.230.131.238,patched,BR,325499,BR,,,FALSE,,,,,
47.104.222.105,patched,CN,ALISOFT,,,,FALSE,,,,,
149.62.168.130,offline,ES,ES-AXARNET-NET,ES,,[u'CVE-2019-0708'],TRUE,,,,,
95.84.164.120,vulnerable,RU,NCN-BBCUST,RU,,[u'CVE-2019-0708'],TRUE,,,,,
195.200.249.37,patched,RU,UPSYSTEMS-NET,RU,,,FALSE,,,,,
2.136.152.68,offline,ES,RIMA,ES,,,FALSE,,,,,
47.98.134.4,patched,CN,ALISOFT,CN,,,FALSE,,,,,
46.32.233.227,vulnerable,GB,UK-WEBFUSION-LEEDS,GB,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
193.95.221.104,patched,SI,SIOL-NET,SI,,,FALSE,,,,,
119.96.237.98,vulnerable,CN,CHINANET-HB,CN,,,FALSE,,,,,
168.255.232.156,offline,MX,,,,,FALSE,,,,,
83.118.195.35,patched,FR,FR-CELESTE-20031216,FR,,,FALSE,,,,,
47.104.100.12,patched,CN,ALISOFT,CN,,,FALSE,,,,,
41.228.161.8,patched,TN,ORG-ATIA2-AFRINIC,TN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
210.243.86.7,vulnerable,TW,TFN-NET,TW,,,FALSE,,,,,
39.96.69.115,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
185.94.97.50,vulnerable,IR,MihanWebHost,IR,,,FALSE,,,,,
168.255.13.51,offline,MX,,,,,FALSE,,,,,
62.234.80.218,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
140.246.101.201,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
132.232.60.160,patched,CN,TENCENT-CN,,,,FALSE,,,,,
202.107.202.86,patched,CN,CHUNAN-VOCATIONAL-SCHOOL,CN,,[u'CVE-2019-0708'],TRUE,,,,,
200.208.64.228,vulnerable,BR,245257,BR,,"[u'CVE-2017-15906', u'CVE-2017-7679', u'CVE-2016-0777', u'CVE-2018-1312', u'CVE-2014-0098', u'CVE-2016-0778', u'CVE-2012-4558', u'CVE-2016-4555', u'CVE-2016-4556', u'CVE-2013-1896', u'CVE-2011-5000', u'CVE-2016-8612', u'CVE-2014-1692', u'CVE-2012-5643', u'CVE-2013-5704', u'CVE-2017-7668', u'CVE-2013-6438', u'CVE-2012-2687', u'CVE-2014-7141', u'CVE-2014-7142', u'CVE-2012-3499', u'CVE-2010-5107', u'CVE-2013-2249', u'CVE-2016-10708', u'CVE-2017-3167', u'CVE-2011-4327', u'CVE-2016-10002', u'CVE-2016-4054', u'CVE-2017-3169', u'CVE-2016-4051', u'CVE-2015-0204', u'CVE-2016-4053', u'CVE-2016-4052', u'CVE-2014-0231', u'CVE-2013-1862', u'CVE-2016-4975', u'CVE-2010-4755']",FALSE,,,,,
120.52.186.186,vulnerable,CN,CU-CDC,CN,,,FALSE,,,,,
103.24.1.101,vulnerable,HK,REDTONE-HK,HK,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
39.98.250.63,vulnerable,CN,Cloud-Sense_DHCP,,,,FALSE,,,,,
45.113.203.204,offline,CN,Bangrunkeji,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
40.113.239.22,offline,US,MSFT,US,,,FALSE,,,,,
109.188.66.221,vulnerable,RU,RU-MEGAFON-20091008,,,,FALSE,,,,,
39.98.237.93,vulnerable,CN,Cloud-Sense_DHCP,CN,,,FALSE,,,,,
47.65.185.61,patched,US,VODAFONE-IP-SERVICE,,,,FALSE,,,,,
67.55.76.237,patched,US,WEBAIRINTERNET6,US,,[u'CVE-2019-0708'],TRUE,,,,,
47.92.222.103,patched,CN,ALISOFT,,,,FALSE,,,,,
168.255.241.95,offline,MX,,,,,FALSE,,,,,
185.51.114.164,patched,TR,SYNET-3,TR,,,FALSE,,,,,
123.57.18.221,patched,CN,ALISOFT,CN,,,FALSE,,,,,
129.226.154.193,vulnerable,SG,ACEVILLEPTELTD-SG,SG,,,FALSE,,,,,
182.180.189.210,vulnerable,PK,PTCL,PK,,[u'CVE-2019-0708'],TRUE,,,,,
185.48.181.49,vulnerable,TR,IHS-NET,TR,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
134.175.200.62,patched,CN,TENCENT-CN,CN,,,FALSE,,,,,
35.223.198.61,patched,US,GOOGLE-CLOUD,US,,,FALSE,,,,,
178.183.114.214,vulnerable,PL,ERANET,PL,,[u'CVE-2019-0708'],TRUE,,,,,
47.96.177.250,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
47.92.95.156,patched,CN,ALISOFT,,,,FALSE,,,,,
39.97.243.4,patched,CN,Cloud-Sense_DHCP,CN,,,FALSE,,,,,
140.143.194.34,patched,CN,TencentCloud,,,,FALSE,,,,,
182.151.32.167,patched,CN,CHINANET-SC,,,,FALSE,,,,,
122.241.27.201,vulnerable,CN,CHINANET-ZJ-LS,CN,,,FALSE,,,,,
101.132.186.187,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2008-1446', u'CVE-2009-2521', u'CVE-2010-1899', u'CVE-2009-3555', u'CVE-2008-0074', u'CVE-2010-1256']",FALSE,,,,,
91.248.223.11,offline,DE,EWETEL-DYNDSL-POOL22,DE,,,FALSE,,,,,
34.242.109.17,vulnerable,US,AMAZON-DUB,IE,,[u'CVE-2019-0708'],TRUE,,,,,
112.54.91.245,vulnerable,CN,CMNET,CN,,[u'CVE-2019-0708'],TRUE,,,,,
118.190.81.137,patched,CN,ALISOFT,CN,,,FALSE,,,,,
42.96.150.27,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
45.32.178.144,offline,US,NET-45-32-176-0-22,GB,,,FALSE,,,,,
168.255.44.249,offline,MX,,,,,FALSE,,,,,
124.248.158.17,vulnerable,JP,KIR,JP,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
200.29.101.75,vulnerable,CO,,CO,,[u'CVE-2019-0708'],TRUE,,,,,
116.55.242.2,patched,CN,CHINANET-YN,,,,FALSE,,,,,
148.70.165.164,patched,CN,TENCENT-CN,CN,,"[u'CVE-2018-15919', u'CVE-2017-15906']",FALSE,,,,,
208.40.80.228,vulnerable,US,FIRSTSPEED-CC,US,Windows Server 2008 R2 Standard 7601 Service Pack 1,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
47.98.175.68,patched,CN,ALISOFT,CN,,,FALSE,,,,,
121.40.57.124,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
192.121.101.235,vulnerable,SE,APPLI-NET,SE,,,FALSE,,,,,
107.160.190.5,patched,US,PSYCHZ-NETWORKS,US,,"[u'CVE-2017-7269', u'CVE-2009-4444', u'CVE-2003-1582', u'CVE-2005-2089', u'CVE-2007-2897', u'CVE-2009-1535', u'CVE-2019-0708', u'CVE-2006-0026', u'CVE-2009-2521', u'CVE-2008-1446', u'CVE-2007-1278', u'CVE-2005-2678', u'CVE-2008-0074', u'CVE-2008-0075', u'CVE-2010-1256', u'CVE-2009-3023', u'CVE-2003-0718', u'CVE-2010-1899']",TRUE,,,,,
50.252.16.249,patched,US,BEAVERTON-CCCS-9,US,,,FALSE,,,,,
81.248.23.175,vulnerable,FR,IP2000-ADSL-BAS,GP,,[u'CVE-2019-0708'],TRUE,,,,,
179.52.154.130,vulnerable,DO,,DO,,[u'CVE-2019-0708'],TRUE,,,,,
49.232.36.227,vulnerable,CN,TencentCloud,,,,FALSE,,,,,
183.131.202.52,vulnerable,CN,CHINANET-ZJ-JH,,,,FALSE,,,,,
168.255.244.204,offline,MX,,,,,FALSE,,,,,
179.154.252.31,offline,BR,209272,BR,,[u'CVE-2019-0708'],TRUE,,,,,
106.54.26.106,patched,CN,TencentCloud,CN,,,FALSE,,,,,
39.104.88.0,patched,CN,ALISOFT,CN,,,FALSE,,,,,
200.69.215.34,patched,AR,,AR,,"[u'CVE-2017-15906', u'CVE-2017-7679', u'CVE-2016-0777', u'CVE-2018-1312', u'CVE-2016-4975', u'CVE-2011-5000', u'CVE-2016-8612', u'CVE-2014-1692', u'CVE-2017-7668', u'CVE-2012-0814', u'CVE-2013-6438', u'CVE-2019-0708', u'CVE-2010-5107', u'CVE-2013-2249', u'CVE-2016-10708', u'CVE-2017-3167', u'CVE-2011-4327', u'CVE-2017-3169', u'CVE-2014-0231', u'CVE-2014-0098', u'CVE-2010-4478', u'CVE-2010-4755']",TRUE,,,,,
62.56.159.114,patched,GB,IL-IPPLANET-20001218,FR,,[u'CVE-2019-0708'],TRUE,,,,,
140.246.150.117,patched,CN,CHINANET-SD,CN,,[u'CVE-2016-8858'],FALSE,,,,,
140.246.7.176,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
52.173.87.13,offline,US,MSFT,US,,,FALSE,,,,,
150.244.4.188,offline,ES,UAM,,,,FALSE,,,,,
154.73.246.50,vulnerable,ZA,,ZA,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
181.127.185.190,offline,PY,,PY,,,FALSE,,,,,
97.89.78.130,patched,US,KNG-TN-97-89-64,US,,,FALSE,,,,,
72.167.137.111,vulnerable,US,GO-DADDY-COM-LLC,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
187.49.61.194,patched,BR,152195,BR,,,FALSE,,,,,
87.193.0.136,vulnerable,DE,QSC-CUSTOMER-6799471-996191,DE,,"[u'CVE-2008-1446', u'CVE-2009-2521', u'CVE-2010-1899', u'CVE-2019-0708', u'CVE-2009-3555', u'CVE-2008-0074', u'CVE-2010-1256']",TRUE,,,,,
81.28.36.40,offline,IR,ISiran-Aghdasiehh-Di,IR,,,FALSE,,,,,
59.52.8.206,patched,CN,CHINANET-JX,CN,,,FALSE,,,,,
47.93.250.161,patched,CN,ALISOFT,CN,,,FALSE,,,,,
132.232.157.66,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
101.89.167.51,patched,CN,CHINANET-SH,CN,,,FALSE,,,,,
69.63.152.234,vulnerable,US,FEDERALALLIANCEFORSAFEHOMES-2224,US,,[u'CVE-2019-0708'],TRUE,,,,,
111.230.211.187,vulnerable,CN,TencentCloud,CN,,[u'CVE-2019-0708'],TRUE,,,,,
14.116.204.51,vulnerable,CN,CHINANET-GD,CN,,[u'CVE-2019-0708'],TRUE,,,,,
49.234.225.140,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
71.248.125.122,vulnerable,US,VIS-BLOCK,US,,[u'CVE-2019-0708'],TRUE,,,,,
98.174.218.2,vulnerable,US,NETBLK-HR-CBS-98-174-208-0,US,,[u'CVE-2019-0708'],TRUE,,,,,
54.202.50.30,vulnerable,US,AMAZO-ZPDX6,US,,[u'CVE-2019-0708'],TRUE,,,,,
52.174.43.57,offline,US,MSFT,NL,,,FALSE,,,,,
139.199.186.214,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
106.12.15.199,patched,CN,Baidu,CN,,[u'CVE-2019-0708'],TRUE,,,,,
181.213.73.67,offline,BR,230241,BR,,,FALSE,,,,,
140.246.62.69,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
77.157.69.184,vulnerable,FR,SFR-PRO,FR,,,FALSE,,,,,
168.255.53.238,offline,MX,,,,,FALSE,,,,,
34.241.175.52,offline,US,AMAZON-DUB,IE,,,FALSE,,,,,
47.52.222.229,vulnerable,US,ALICLOUD-HK,HK,,,FALSE,,,,,
42.159.242.85,offline,CN,BLUECLOUD,CN,,,FALSE,,,,,
37.153.91.30,vulnerable,ES,UNELINK-ES,ES,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
119.29.252.140,patched,CN,TencentCloud,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
95.241.188.103,patched,IT,ALICE-SMART,IT,,[u'CVE-2019-0708'],TRUE,,,,,
123.207.83.31,offline,CN,TencentCloud,CN,,,FALSE,,,,,
31.45.197.7,offline,HR,VIPNET,,,,FALSE,,,,,
75.148.2.165,patched,US,CBC-WDC-12,US,,,FALSE,,,,,
82.234.228.206,offline,FR,FR-PROXAD-ADSL,FR,,[u'CVE-2019-0708'],TRUE,,,,,
208.122.118.4,patched,US,T3,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
3.16.206.38,vulnerable,US,AT-88-Z,US,,,FALSE,,,,,
184.164.132.236,vulnerable,US,SS5,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
176.192.55.45,vulnerable,RU,NBN-NET,RU,,[u'CVE-2019-0708'],TRUE,,,,,
148.70.238.84,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
47.75.121.22,offline,US,ALICLOUD-HK,CN,,"[u'CVE-2018-10549', u'CVE-2014-5459', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2011-0755', u'CVE-2013-1635', u'CVE-2019-9638', u'CVE-2011-4885', u'CVE-2010-1256', u'CVE-2018-17082', u'CVE-2018-10548', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2016-7478', u'CVE-2012-2376', u'CVE-2011-1092', u'CVE-2012-2143', u'CVE-2019-9023', u'CVE-2012-2336', u'CVE-2014-2497', u'CVE-2012-1171', u'CVE-2019-9639', u'CVE-2013-4635', u'CVE-2011-0708', u'CVE-2011-1468', u'CVE-2011-1469', u'CVE-2011-0421', u'CVE-2012-2688', u'CVE-2012-0789', u'CVE-2013-4248', u'CVE-2019-9637', u'CVE-2011-1467', u'CVE-2011-1464', u'CVE-2017-16642', u'CVE-2013-2110', u'CVE-2018-20783', u'CVE-2010-1899', u'CVE-2011-1466', u'CVE-2009-2521', u'CVE-2018-14883', u'CVE-2018-19395', u'CVE-2019-6977', u'CVE-2009-3555', u'CVE-2012-0057', u'CVE-2019-9641', u'CVE-2012-2386', u'CVE-2006-7243', u'CVE-2011-4718', u'CVE-2012-1172', u'CVE-2012-2311', u'CVE-2014-0237', u'CVE-2015-8994', u'CVE-2012-1823', u'CVE-2018-19935', u'CVE-2010-4699', u'CVE-2014-9427', u'CVE-2014-0238', u'CVE-2010-3870', u'CVE-2019-9020', u'CVE-2019-9021', u'CVE-2008-0074', u'CVE-2012-0788', u'CVE-2019-9024', u'CVE-2012-3365', u'CVE-2011-1470', u'CVE-2008-1446', u'CVE-2018-15132', u'CVE-2013-1643']",FALSE,,,,,
113.125.57.48,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
140.129.41.194,vulnerable,TW,TANET-BNETA,TW,,,FALSE,,,,,
218.78.45.114,patched,CN,CHINANET-SH,CN,,,FALSE,,,,,
60.29.28.36,vulnerable,CN,AutoPart-LTD-TJ,,,,FALSE,,,,,
107.148.119.233,vulnerable,US,199-180-100-0-1,US,Windows Server 2008 R2 Standard 7601 Service Pack 1,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
191.53.73.77,vulnerable,BR,227148,BR,,[u'CVE-2019-0708'],TRUE,,,,,
78.92.97.192,patched,HU,MT-BROADBAND-DYNAMIC-DSL,HU,,,FALSE,,,,,
157.157.99.154,vulnerable,IS,IS-ICENET,IS,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'MS15-034', u'CVE-2019-0708', u'CVE-2015-1635', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
118.24.116.235,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
78.188.150.207,vulnerable,TR,TurkTelekom,TR,,,FALSE,,,,,
178.236.40.60,patched,DE,HK-YUHONET-20100526,IR,,,FALSE,,,,,
3.15.11.151,vulnerable,US,AT-88-Z,,,,FALSE,,,,,
119.29.167.49,patched,CN,TencentCloud,CN,,,FALSE,,,,,
217.57.141.164,vulnerable,IT,APIPROGETTIDEIP-I-DAVICOSILVIO,IT,,,FALSE,,,,,
115.216.56.82,vulnerable,CN,CHINANET-ZJ-HZ,,,,FALSE,,,,,
47.100.53.217,patched,CN,ALISOFT,,,,FALSE,,,,,
39.98.123.217,patched,CN,Cloud-Sense_DHCP,,,,FALSE,,,,,
193.112.193.132,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
193.112.153.170,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
51.140.109.245,offline,GB,MICROSOFT,GB,,,FALSE,,,,,
85.114.141.230,vulnerable,DE,DE-MYLOC-DUS-20050222,DE,,,FALSE,,,,,
177.154.228.93,vulnerable,BR,187307,BR,,[u'CVE-2019-0708'],TRUE,,,,,
62.33.103.39,vulnerable,RU,Vesso-Ural-NET,,,,FALSE,,,,,
40.77.102.154,offline,US,MSFT,US,,,FALSE,,,,,
118.190.245.13,patched,CN,ALISOFT,,,,FALSE,,,,,
172.109.150.50,vulnerable,US,FRTR-FL,US,,,FALSE,,,,,
168.255.174.5,offline,MX,,,,,FALSE,,,,,
49.235.175.183,patched,CN,TencentCloud,CN,,,FALSE,,,,,
152.26.201.12,offline,US,NCREN-B26,US,,,FALSE,,,,,
49.235.78.155,patched,CN,TencentCloud,CN,,,FALSE,,,,,
123.52.49.62,patched,CN,MAINT-CHINANET-HA,CN,,[u'CVE-2019-0708'],TRUE,,,,,
86.57.165.131,vulnerable,BY,BYFLY-GRODNO,,,,FALSE,,,,,
117.24.12.251,offline,CN,CHINANET-FJ,CN,,,FALSE,,,,,
